X	Z
0.693394194537668	0.416995843576843
0.391194513223582	0.627861472518226
0.501632421759693	0.60346581449616
0.564396825023771	0.56726731040195
0.587639282344953	0.511255674426047
0.242305029160887	0.652342347342845
0.520981193647741	0.397262774088907
0.571299876351943	0.393734362106215
0.485825173333457	0.710825557114621
0.483046288772877	0.558001823619622
0.569019435321856	0.61446747393569
0.466806629146937	0.635208750836879
0.433107518744858	0.504206251594725
0.611388917584967	0.540140287402375
0.537127750274435	0.462168924331667
0.413256450806944	0.416676563784473
0.290771230163464	0.540244842165689
0.468447733455965	0.646424945186319
0.627184307043996	0.426368903256663
0.219435120756148	0.704345167246456
0.66384478353695	0.351316838795655
0.441733658143478	0.484360954866344
0.421188577944131	0.485387020354338
0.514235714004757	0.571075281837942
0.688076602752676	0.431104035662576
0.542725745680855	0.559850976447682
0.641486016755233	0.466976254637067
0.528140730794685	0.582954169508527
0.541287611621743	0.446843770126854
0.788127357730412	0.231735797154409
0.490469965250015	0.677487148014977
0.397101019400521	0.540970969428203
0.290760835003227	0.59869564336845
0.517769525064358	0.599380109691651
0.513205446179241	0.490939919797779
0.504946764434836	0.497662201266492
0.562823987767956	0.663784481062881
0.559196687226741	0.439404600807492
0.434517518436069	0.584466728391289
0.3524263394929	0.54978499869404
0.572062488499365	0.44277057244406
0.607498730348798	0.48561178447915
0.719495515660759	0.420106174935147
0.630316745091599	0.443131342984263
0.436290976489338	0.750262880542476
0.359221810224405	0.701935413295491
0.630432779131998	0.542893997094417
0.457802377384965	0.46127242524278
0.400509621927631	0.655828055449608
0.541393876714908	0.60396475505719
0.469071773679494	0.375204332800956
0.531530420319998	0.504119761576279
0.326527789207455	0.624831039298565
0.254093898540989	0.488650067281067
0.476043999461078	0.522800897653435
0.330593666457651	0.453839648783406
0.52307514167909	0.69318895003083
0.39270841107003	0.668040940524988
0.339057550215475	0.454648412806337
0.643861199913041	0.421623052437499
0.610756298252095	0.331839496174029
0.4242538784993	0.47183662915806
0.207115761795766	0.601098087204225
0.592060943637269	0.640454156742902
0.47118373522089	0.590025195443328
